id,message,translated_message,compound_score,sentiment_label,cleaned_text
6443,Tau kenapa..bangsa ne akan lepas mcm tu jerr.. pandangan peribadi sya jak.. bila mna mereka akn d tangkap dan d hukum,You know why people will lose this mcm... their personal opinion... when they're arrested and they're law-enforced.,-0.7003,Negative,know people lose mcm personal opinion theyre arrested theyre lawenforced
6444,Bila mna nnti nk mengundi..auto mereka akn berkurang.. si mcmna mereka akn kita bila kurang..bagaimna mereka akn dpt tubuhkn puak mereka nilankurang pengundi mereka,"When I wait for the knuckle to drive their car, they're missing their mcmna is ours when they're not.",-0.296,Negative,wait knuckle drive car theyre missing mcmna theyre
6445,Kita melayu.. fikir² kn la.. jgn terbuai dgn mmpi.. ambil yg tersirat,We're going to think about it.,0.0,Neutral,going think
6446,Asal barang jadi duit..ade duit jadi isi...isi perut,The source of the goods is money. The money is property.,0.0,Neutral,source good money money property
6447,"Masa ni la type C akan jadi kuat ""memberi rasuah""
Type diorang ni sembang type M kaki rasuah sedangkan type C ni la kepala ""pemberi rasuah""","The time when type C will be strong ""give bad"" type to people with no M type of bad foot but type C is the ""bad"" head",-0.8271,Negative,time type c strong give bad type people type bad foot type c bad head
6448,owh OKU ni..,Ohh okay.,0.2263,Positive,ohh okay
6449,Ttu oku terusd,Continueing,0.0,Neutral,continueing
6450,Driving dangerously is a serious offense. Causing death is murder and the penalty is death.,Driving dangerously is a serious offense. Causeing death is murder and the penalty is death.,-0.9674,Negative,driving dangerously serious offense causeing death murder penalty death
6451,Ala nnt tiba2 cino ni oku......setle,They're not gonna get this one and they're gonna forget...setle,0.0,Neutral,theyre gon na get one theyre gon na forgetsetle
6452,Anbetul tak percaya kita sama sama tunggu keputusan dia skrg ada duit semua jadi kawan,I don't really believe we're together waiting for a decision. He's got money all to be friends.,0.4767,Positive,dont really believe together waiting decision he got money friend
6453,Anak haram dap,The child is a child of a morale,0.0,Neutral,child child morale
6454,Petanda utk DAP dikuburkan di JOHOR,Mark for DAP buried in JOHOR,0.0,Neutral,mark dap buried johor
6455,Hutang nyawa 4 org mesti d bayar dgn nyawa,Life expectancy 4 org must pay a living,-0.1027,Negative,life expectancy org must pay living
6456,Absolutely good for nothing.,Absolutely good for nothing.,0.4927,Positive,absolutely good nothing
6457,Berlumba laju. Bukti da ada,Run the mouse.,0.0,Neutral,run mouse
6458,Time ni la Nanno diperlukan,Time and the Nanno Need,0.0,Neutral,time nanno need
6459,Muka xde penyesalan,Do not show any misbehaving,0.3089,Positive,show misbehaving
6460,Lepas keluar tu....payung kembang,Let go of this...,0.0,Neutral,let go
6462,Manslaughter. 10 years for each life lost. Consecutively,Manslaughter. 10 years for each life lost. Consequently,-0.3182,Negative,manslaughter year life lost consequently
6463,Kita tngok la nti..kalau melayu mampoih dh wajib dh kena,We're going to have to pay for it.,-0.1027,Negative,going pay
6464,Jgn risau dik nanti lepas punya..kerajaan bole dibeli sekarang ni,Jgn worried about the future he had. The ball was now bought.,-0.296,Negative,jgn worried future ball bought
6465,The loss of four priceless precious human lives gotta be compensated. Justice for the victims!,The loss of four priceless human lives gotta be compensated. Justice for the victims!,-0.126,Negative,loss four priceless human life got ta compensated justice victim
6466,Paling teruk pun kena saman je . Tengok lah nanti . Kalau penjara pun 1 tahun atau berbulan saja . Wang main peranan ma . Ini negara money is king .,The worst is the same. It's a good time later. Even if the prison is only 1 year or only a month. Money plays a role. This country is king.,-0.5423,Negative,worst good time later even prison year month money play role country king
6467,Habis lu...,You got him...,0.0,Neutral,got
6468,Yg nie oku,Unread,0.0,Neutral,unread
6469,Status OKU in progress,Progress condition OKU,0.4215,Positive,progress condition oku
6470,See the cibai face ..,See the food makes..,0.0,Neutral,see food make
6471,"Sedihnya,,hadiah dkt dgn hari agong,,kena di Johor..","Unfortunately, a gift from a doctor in the day before, in Johor.",0.128,Positive,unfortunately gift doctor day johor
6472,"Kalau puok babi arak nie, PDRM takda akta kot","If my dad's heart is not cancer, PDRM acts like",0.8811,Positive,dad heart cancer pdrm act like
6473,Lepas pru16 mungkin selesailah perbicaraan ni. Itu pun tengok kemajuan pru16 ni.,"The prio16 leave may be completed, and that may be the result of the prio16 increase.",0.2732,Positive,prio leave may completed may result prio increase
6474,Yg belumba to mati sorang hidup sorang kr mcm mane..ke hidup 22,The race to die of life of the Kr mcm manne...,-0.5994,Negative,race die life kr mcm manne
6475,Kes akan berjalan 6 tahun. Akhirnya dia dapat hukuman tidak bersalah,"The case will be six years, and then he will be punished without guilt.",-0.2928,Negative,case six year punished without guilt
6476,"Kalau bangsa Melayu , dalam report siap tulis bangsa.... Kalau bukan Melayu dia tak beritahu pun bangsa apa....!","If the Melaiu are in the report, they're ready to write the people... if not if Melaiu doesn't tell any people...!",0.4199,Positive,melaiu report theyre ready write people melaiu doesnt tell people
6477,Dakwa Anthony loke tu dia akan tentang dan pusing untuk jaga kandang babi dia...harap mereka berakal faham,That's Anthony locke. He's gonna go and push to keep his baby's eyebrows... hoping they're smart.,0.6705,Positive,thats anthony locke he gon na go push keep baby eyebrow hoping theyre smart
6478,karang kata budak oku pulak ni..,I'm back.,0.0,Neutral,im back
6479,Pembunuh tetap pembunuh,The killer remains the killer.,-0.8625,Negative,killer remains killer
6480,Kompom lepas si pemakan babi nie,A compost like a baby's toy,0.3612,Positive,compost like baby toy
6481,"ada mesti lepas punya...terbaik undang-undang...xda
dalam masuk lah",There must be a break... better rules... than in the entrance.,0.4404,Positive,must break better rule entrance
6483,Ada wang ada cerita,There's money there's a story.,0.0,Neutral,there money there story
6484,Musibat....,Mussibat...,0.0,Neutral,mussibat
6485,gua manyak wang loooo.,It's a lot of money.,0.0,Neutral,lot money
6486,pulisi makamah semua gua boleh beli dgn mudah maaaa,The police can buy all the eggs easily,0.34,Positive,police buy egg easily
6487,"Zai Huzz #pdrm segera tangkap reman, ada viral bukti di medsos pandu laju melulu.","Zai Huzz #pdrm quickly catch the remains, there is official evidence in the wood of the jungle.",0.0,Neutral,zai huzz pdrm quickly catch remains official evidence wood jungle
6488,"#pendakwaraya dakwa pandu laju, melulu dan membunuh du bawah panel code kanun keseksaan, penjara mandatori","#andahaja dakaka suu, go and kill no less under the code of your defeat, commander prison",-0.9217,Negative,andahaja dakaka suu go kill less code defeat commander prison
6489,#sprm pantau jgn ada yg settle tepi dan terlepas.,#ppm on the side of the jgn is that they set up the roof and let go.,0.0,Neutral,ppm side jgn set roof let go
6490,Dia rasa dia ank kaya bole buat sesuka hati..nnti bila kna msuk pnjara bpk dia boleh jamin sbb byk luit...dia x takut mahkamah ckp dia Muda lagi.pasang lawyer mhl mhl kasi lepas...aiyooo..,He thinks he's a rich boy who makes a heart attack... then when the fucker gets in jail he can guarantee sbb byk broken... he's afraid of court he's young again.,-0.1779,Negative,think he rich boy make heart attack fucker get jail guarantee sbb byk broken he afraid court he young
6491,"trust me, when comes talk about money
even tho u have full sentences with crimes come on dude money talk but sad to see case on ustazah no one ever about give a damn about the law","trust me, when comes talk about money even that you have full sentences with crimes like on dude money talk but now to see case on uuszah no one ever give a damn about the law",-0.5187,Negative,trust come talk money even full sentence crime like dude money talk see case uuszah one ever give damn law
6492,"Zaman kerajaan madani, paham² la","Kingdom times, the paham2",0.0,Neutral,kingdom time paham
6493,"Kalau kat org melayu, tindakan adalah super fast, kalau kat type C tu, kalau boleh nak drop case saja","If you're running, you're doing super fast, if you're running this type of C, if you can just drop the case",0.4215,Positive,youre running youre super fast youre running type c drop case
6494,C 8481,C 8481,0.0,Neutral,c
6496,Mandatory,Mandatory,0.0772,Positive,mandatory
6497,Soren Soh,Soren Soh,0.0,Neutral,soren soh
6498,Moga mangsa yg maut mdpt keadilan yg sewajarnya..,The future of the dying mdpt justice that he has learned..,0.5267,Positive,future dying mdpt justice learned
6499,"Muka mcm tak bersalah je,memang bodoh lah kalau ada hanat mcm ne..",The mummy is innocent. It's really stupid if there's a mcm thing.,-0.3167,Negative,mummy innocent really stupid there mcm thing
6500,"Pastikan PRU samada pada tahun ini atau tahun hadapan jangan bagi undi pada PH BN,pastikan perikatan nasional diberi mandat dan andai kata PN memenangi Pilihanraya dan menjadi kerajaan dan kes kes seperti langgar dan bunuh akan di buka semula.","To ensure that PRU is not present this year or the year before PHB is denied, to ensure national elections are ordered and that PN's words win the election and become a state and case like a strike and death will be reopened.",0.4939,Positive,ensure pru present year year phb denied ensure national election ordered pns word win election become state case like strike death reopened
6501,"Kalau bukan Melayu,kes akan setel dgn cepat","If not Melayu, then the kids will be quick to set up.",0.0,Neutral,melayu kid quick set
6502,Tak sedar dri le tu pandai keta mewah,I don't know how to get this stuff.,0.0,Neutral,dont know get stuff
6503,Why don't want to live a good life,Why don't you want to live a good life,0.3975,Positive,dont want live good life
6504,"Allah Maha Kaya dan Berkuasa. Satu demi satu Allah tunjukkan. Masih nak menangkan yg ternyata salah ke. Pihak berkuasa, please lah","For God is all-powerful, and all-wise, even as one God, one God, one God, another, and one man, unto whom all are expressed;",0.7506,Positive,god allpowerful allwise even one god one god one god another one man unto expressed
6505,Pls DAP PKR PN ambik lah kes ni.. bantu secepat-cepatnya rugi wooo anak tauke bukan sebarangan tauke ni.. kalau BOLEH kasi bantu sampai lepas...,Pps DAP PKR PN is a very ambitious case..helps the boy woooo is not a trick.. if BOLAH but help to get rid of...,0.7023,Positive,pps dap pkr pn ambitious casehelps boy woooo trick bolah help get rid
6506,Anda jadi juara bila dapat kes ni. Malahan anda juga akan terselamat di dalam pilihanraya umum mahupun pilihanraya negeri.,"You are a contestant when you can handle your own problems, and you will be a success as well as a success in many areas of life.",0.7783,Positive,contestant handle problem success well success many area life
6507,Cepat-cepatlah lah tolong ramai nak screen shot dan lihat keadilan kamu kepada orang ini...,Hurry up and help many of the guys to shoot and see your justice to this guy...,0.5719,Positive,hurry help many guy shoot see justice guy
6508,Dia ni klu ada kad oku pun.apa yg dia cacat?,He's got my card keys. What's wrong with him?,-0.4767,Negative,he got card key whats wrong
6509,Polis dan cina berpisah tiada lagi2 org yg berpengaruh,"Police and China are separated, no more 2 orgs that affect",-0.296,Negative,police china separated orgs affect
6510,Ada duit. Semua OKAY.,There's money.,0.0,Neutral,there money
6512,Ciiiina Tupppppp...,Other Tupppppp...,0.0,Neutral,tupppppp
6513,INTEGRITI AKAN BERADA PADA TAHAP TERTINGGI UNTUK YANG TAK ADA DUIT JE,BEWARE OF LOSING YOUR HAPPINESS,0.25,Positive,beware losing happiness
6514,"Sejujurnya, Saya pun rasa begitu. Kini, Saya tiada sebarang komen hal ini. Hal ini membuat Saya sedih. Sesungguhnya, kini apa yang dilakukan tindakan dari pihak berkuasa. Saya tidak pernah akan percaya kerana Saya percaya. Allah itu menunjukkan pihak berkuasa akan berpusing-pusing cari alasan.akan tetapi menjadikan pihak berkuasa sombong kepada satu bangsa dan hipokrit membelakangkan undang-undang menanganinya dengan putar belit fakta dan bukan keadilan melalui undang-undang. Kita sabar dan tenang. Kita lihat je tindakan pihak berkuasa tangani hal ini. Sebab keluarga pembunuh ini ada duit untuk membayar undang-undang. Bersabar. Insyaallah, Alah akan menghukum setiap orang mengkhianati amanah.",I am not at all sure that what is done by the authorities will be proved to be a lie; but God will punish every tyrant who is a liar.,-0.8352,Negative,sure done authority proved lie god punish every tyrant liar
6515,Bagi tahu nama dan alamat kepada semua orang!,To know everyone by name and address!,0.0,Neutral,know everyone name address
6517,"Kalau terlepas ""Cash is kings""","If you're late ""Cash is king""",0.0,Neutral,youre late cash king
